frame_id, p_x0, p_y0, p_c0, p_x1, p_y1, p_c1, p_x2, p_y2, p_c2, p_x3, p_y3, p_c3, p_x4, p_y4, p_c4, p_x5, p_y5, p_c5, p_x6, p_y6, p_c6, p_x7, p_y7, p_c7, p_x8, p_y8, p_c8, p_x9, p_y9, p_c9, p_x10, p_y10, p_c10, p_x11, p_y11, p_c11, p_x12, p_y12, p_c12, p_x13, p_y13, p_c13, p_x14, p_y14, p_c14, p_x15, p_y15, p_c15, p_x16, p_y16, p_c16, p_x17, p_y17, p_c17, p_x18, p_y18, p_c18, p_x19, p_y19, p_c19, p_x20, p_y20, p_c20, p_x21, p_y21, p_c21, p_x22, p_y22, p_c22, p_x23, p_y23, p_c23, p_x24, p_y24, p_c24
10,515.933,182.178,0.8697,526.869,309.119,0.70104,420.366,310.713,0.630096,359.297,472.097,0.681729,349.842,382.753,0.579769,631.831,305.996,0.615962,682.019,468.963,0.767738,635.024,572.358,0.0847259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.355,163.434,0.838682,537.84,158.735,0.848445,459.524,190.04,0.661249,570.702,188.47,0.645125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,515.923,182.227,0.869648,528.421,307.623,0.704823,420.315,309.125,0.643997,354.567,470.515,0.719498,345.17,365.532,0.716218,631.855,305.997,0.628981,681.994,470.431,0.761486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.357,165.001,0.848277,537.85,160.271,0.833149,459.535,191.575,0.692241,570.724,190.032,0.63048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,515.939,185.379,0.809484,525.341,309.124,0.703981,418.767,309.123,0.636137,352.952,472.026,0.701241,346.761,352.956,0.757382,633.385,307.537,0.621472,682,470.477,0.757224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.378,168.031,0.883586,537.832,164.952,0.821249,459.513,191.593,0.658956,570.75,191.604,0.660759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,517.449,191.611,0.823184,526.895,310.674,0.691785,418.796,309.118,0.633622,354.514,468.916,0.686393,343.646,340.456,0.587103,633.405,309.123,0.594213,681.976,470.468,0.754357,0,0,0,509.667,572.334,0.0510904,450.111,572.33,0.0542082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.43,168.194,0.911543,539.429,168.155,0.861625,459.541,193.153,0.671312,572.286,193.136,0.677938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,517.484,194.722,0.871965,526.861,307.624,0.71897,420.329,307.53,0.662977,349.858,467.36,0.67252,345.102,326.359,0.489626,631.874,307.587,0.604413,681.961,470.51,0.75308,634.98,572.358,0.0742441,509.638,572.328,0.0579238,445.405,572.326,0.066091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.44,172.804,0.847338,542.502,171.235,0.87014,459.531,194.737,0.733664,572.309,194.71,0.689785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,517.432,201.051,0.804238,523.736,309.114,0.710393,418.783,307.56,0.647387,352.965,467.369,0.669612,346.779,324.768,0.642145,631.836,307.581,0.601027,681.962,470.532,0.748656,634.961,572.357,0.081662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.932,180.567,0.892628,540.944,179.115,0.844202,459.529,196.358,0.723128,572.288,194.814,0.683485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,517.438,201.043,0.806365,523.733,309.109,0.71175,418.783,307.564,0.645913,351.438,468.85,0.668591,346.778,324.771,0.641195,631.832,307.575,0.603802,681.956,470.525,0.750009,633.467,572.356,0.0908722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.93,179.124,0.892148,540.948,179.115,0.846031,459.523,196.336,0.729223,572.289,194.813,0.686553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,517.507,207.254,0.881857,523.778,309.137,0.695692,418.778,307.549,0.646978,354.526,462.644,0.644918,348.271,320.159,0.767476,631.829,309.102,0.59986,681.96,470.522,0.763654,0,0,0,508.111,572.339,0.0595747,448.562,572.329,0.0586002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.427,183.77,0.867635,542.531,182.264,0.881092,457.952,204.128,0.722385,572.307,199.437,0.634237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,517.497,216.696,0.841602,523.763,309.159,0.687208,418.818,307.572,0.640945,356.157,459.539,0.639285,345.186,315.36,0.766629,631.834,309.119,0.597246,681.977,472.026,0.756826,634.959,572.361,0.0518398,506.557,572.341,0.0681463,448.554,572.33,0.0651303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.396,193.114,0.867855,542.521,191.651,0.853997,457.902,207.239,0.721795,570.804,205.678,0.6584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,517.441,226.082,0.806554,523.737,309.123,0.708202,420.365,306.001,0.648957,359.262,456.395,0.639461,340.474,315.365,0.615129,628.718,309.102,0.602614,681.979,468.954,0.792708,634.98,572.36,0.0670689,512.777,572.34,0.0594489,448.539,572.333,0.0695561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.872,201.02,0.81831,542.513,196.389,0.849314,456.385,208.909,0.703126,570.76,207.339,0.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,517.44,235.475,0.803988,522.196,309.109,0.702102,420.345,307.51,0.634999,360.798,457.944,0.643678,343.553,313.812,0.701547,627.162,307.6,0.590178,681.983,468.928,0.804031,633.429,572.356,0.171363,515.901,572.336,0.0502365,446.992,572.329,0.0585889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.283,207.354,0.857257,542.511,207.338,0.868745,454.808,218.233,0.731934,570.741,213.557,0.604477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,515.925,243.362,0.843716,520.655,309.147,0.721594,418.789,307.512,0.658893,357.742,459.554,0.667987,351.409,309.155,0.508179,627.151,309.134,0.593069,682.016,467.329,0.782886,633.416,572.322,0.504996,503.371,572.339,0.0782678,445.425,572.33,0.0644228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.252,216.665,0.83246,542.527,215.096,0.826489,453.271,218.309,0.732866,570.738,218.251,0.614478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,515.885,248.011,0.784589,520.647,309.136,0.720584,417.232,306.036,0.623779,354.546,465.785,0.673988,368.592,305.984,0.560512,627.136,310.671,0.584358,682.011,458.024,0.78823,642.835,542.537,0.642052,515.916,572.338,0.0551232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.26,219.793,0.872214,542.523,219.772,0.883395,454.778,218.307,0.712921,570.708,218.26,0.618067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,517.429,251.151,0.798378,520.593,323.254,0.642611,412.526,338.872,0.478798,343.546,464.224,0.712327,390.571,320.106,0.693148,624.027,309.152,0.569911,681.992,456.38,0.774668,661.591,504.927,0.508301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.301,221.419,0.838796,542.549,219.903,0.875156,450.118,227.638,0.639881,570.718,219.851,0.647925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,518.994,255.796,0.870028,519.024,309.097,0.722384,412.503,307.525,0.595967,334.172,464.203,0.685613,412.513,354.555,0.691553,622.44,307.619,0.600743,680.428,448.569,0.528156,672.608,479.859,0.15032,520.642,572.328,0.111373,453.247,572.328,0.0840297,0,0,0,0,0,0,600.51,572.325,0.100948,0,0,0,0,0,0,490.824,224.513,0.81331,544.043,221.455,0.859598,453.267,222.948,0.661571,570.688,219.851,0.668303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,518.972,255.86,0.874779,519.037,307.598,0.765185,415.643,307.571,0.649055,329.492,467.309,0.691072,420.406,381.197,0.782236,620.855,307.54,0.622933,677.264,432.928,0.473259,671.018,467.36,0.469338,536.301,572.327,0.160642,467.352,572.33,0.0769556,0,0,0,0,0,0,605.225,572.324,0.176192,0,0,0,0,0,0,490.844,227.673,0.825589,542.573,227.652,0.841848,454.798,224.546,0.652704,569.215,221.366,0.670542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,518.976,255.855,0.876257,519.035,307.595,0.768276,415.641,307.57,0.649436,329.494,467.306,0.690557,420.406,381.195,0.782496,620.85,307.539,0.624155,677.265,432.924,0.473826,671.024,467.356,0.469878,537.863,572.327,0.161916,467.353,572.332,0.0755342,0,0,0,0,0,0,606.759,572.324,0.181249,0,0,0,0,0,0,490.844,227.673,0.825356,542.57,227.65,0.841445,454.8,224.537,0.646125,569.218,221.374,0.667605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,518.963,257.398,0.871184,515.925,309.14,0.693092,412.52,309.12,0.639776,329.518,467.334,0.693632,426.634,393.693,0.698643,619.309,307.54,0.618642,694.479,470.516,0.431819,669.406,459.514,0.368453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.868,230.732,0.860174,544.067,230.751,0.884617,453.212,227.631,0.63216,569.2,222.942,0.564283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,519.002,260.561,0.831569,517.43,309.1,0.704351,412.51,309.129,0.630742,334.168,468.956,0.687185,432.947,382.784,0.765148,620.842,307.52,0.618666,696.081,472.093,0.648138,655.334,434.502,0.657867,531.575,572.325,0.0784782,467.357,572.33,0.0506257,0,0,0,0,0,0,598.938,572.319,0.063235,0,0,0,0,0,0,492.388,232.391,0.877684,542.558,232.384,0.889818,451.708,230.789,0.662461,569.202,229.184,0.612324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,518.979,263.681,0.819025,515.902,310.691,0.70026,410.956,313.844,0.60671,343.646,473.629,0.685696,418.815,384.314,0.714529,617.751,306.008,0.650556,696.089,470.515,0.655576,645.996,429.746,0.684918,545.666,572.344,0.0515768,0,0,0,0,0,0,0,0,0,609.897,572.329,0.0570502,0,0,0,0,0,0,492.368,233.97,0.840852,542.555,232.441,0.873238,451.71,232.373,0.660725,569.13,229.205,0.555068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,517.468,262.105,0.806581,517.471,313.81,0.700387,414.101,315.401,0.586406,352.97,481.482,0.708301,409.371,389.004,0.772049,617.734,307.526,0.625492,694.488,472.031,0.65265,633.455,426.638,0.722892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.855,233.967,0.840247,542.548,232.421,0.882762,453.221,232.407,0.636659,569.161,230.738,0.595043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,518.967,259.041,0.829188,517.458,316.932,0.708126,418.734,318.515,0.596604,363.939,487.709,0.698341,392.166,398.443,0.743866,617.729,307.503,0.663391,686.703,472.053,0.648239,611.508,409.406,0.725752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.878,232.445,0.860007,542.542,232.375,0.891323,453.25,232.396,0.655905,569.137,230.719,0.642651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,518.982,257.371,0.879146,515.882,315.363,0.675192,414.109,318.538,0.607104,370.211,490.843,0.756485,379.611,400.011,0.731345,619.257,307.513,0.651278,683.588,470.452,0.67511,608.412,417.168,0.688777,533.136,572.335,0.0600284,0,0,0,0,0,0,0,0,0,608.34,572.319,0.0540052,0,0,0,0,0,0,490.848,230.772,0.866634,542.556,230.785,0.883292,454.765,230.769,0.671233,569.11,224.544,0.564776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,518.986,255.773,0.853369,514.355,316.93,0.674365,412.546,318.525,0.590558,376.473,492.4,0.666778,367.062,418.773,0.706252,617.737,307.58,0.624776,683.574,468.912,0.710394,598.943,423.513,0.676766,520.631,572.336,0.0652947,456.38,572.331,0.0584276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.397,227.621,0.822064,542.557,226.11,0.836148,454.783,227.668,0.657047,569.102,222.952,0.609858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,519.017,248.03,0.838057,517.429,315.409,0.698238,414.096,318.522,0.595626,373.35,487.738,0.614019,357.693,423.498,0.483152,619.263,307.531,0.639054,683.546,467.316,0.690451,586.406,432.888,0.780655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.404,221.391,0.860349,542.526,219.886,0.881012,454.819,221.394,0.663208,569.143,218.255,0.63719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,519.034,243.355,0.889627,515.939,316.921,0.70899,410.97,320.073,0.626641,371.792,487.732,0.614205,357.656,445.387,0.444198,619.297,307.517,0.653829,683.584,459.548,0.709877,583.345,447.009,0.763481,526.888,572.342,0.0615983,0,0,0,0,0,0,0,0,0,594.26,572.331,0.071089,0,0,0,0,0,0,492.446,218.215,0.877455,544.039,218.227,0.879555,454.81,218.271,0.669679,569.148,216.648,0.563754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,519.052,241.695,0.838177,515.939,318.472,0.722395,409.432,320.156,0.619006,376.484,481.446,0.405429,356.126,467.342,0.4636,619.292,307.539,0.645275,683.613,458.005,0.713425,584.872,465.777,0.717998,531.611,572.333,0.0506162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.911,213.55,0.840665,542.576,215.088,0.844957,456.321,216.694,0.688146,569.145,211.973,0.637123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,519.054,240.216,0.834536,515.933,318.47,0.721184,409.433,320.148,0.620847,376.485,481.445,0.405734,356.123,467.344,0.460437,619.292,307.541,0.644658,683.62,458.007,0.712121,584.88,465.769,0.716402,533.12,572.333,0.051827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.918,213.554,0.841725,542.58,215.088,0.844881,456.326,216.683,0.685664,569.139,210.458,0.622321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,519.097,235.528,0.83675,517.463,318.492,0.7363,410.937,321.693,0.605887,368.639,461.086,0.248066,360.841,483.023,0.30312,619.31,307.526,0.63699,685.085,456.374,0.732927,592.695,479.893,0.674438,533.121,572.333,0.064808,0,0,0,0,0,0,0,0,0,605.212,572.332,0.0515569,0,0,0,0,0,0,493.935,208.903,0.86572,544.043,208.855,0.873765,454.846,216.652,0.680423,569.174,208.84,0.626299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,519.084,232.424,0.87609,517.48,318.504,0.737672,410.932,321.693,0.610984,367.084,445.459,0.514807,357.676,462.667,0.546863,619.35,307.552,0.627821,683.564,454.836,0.730512,608.368,493.922,0.648839,533.149,572.346,0.0500752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.97,207.306,0.91047,544.059,207.313,0.898318,456.327,212.018,0.651231,569.197,207.349,0.588522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,519.101,232.323,0.904511,517.432,318.466,0.723175,409.395,321.695,0.621768,367.083,447,0.68193,363.974,482.975,0.625168,619.313,307.534,0.642207,683.542,453.222,0.734549,617.709,504.911,0.689199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.014,205.748,0.926159,544.08,207.219,0.924149,456.368,207.327,0.721185,569.211,207.305,0.602775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,519.089,230.841,0.904073,517.494,318.505,0.744771,409.422,323.212,0.607262,367.076,454.812,0.702135,374.933,504.963,0.68373,620.838,307.562,0.638383,682.029,454.769,0.76002,620.875,517.45,0.714602,523.746,572.332,0.123541,453.256,572.331,0.0882692,0,0,0,0,0,0,581.722,572.324,0.106576,0,0,0,0,0,0,494.042,205.643,0.898789,544.108,205.728,0.909613,456.445,205.724,0.709471,569.194,207.285,0.547517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,520.545,230.811,0.903304,517.511,318.495,0.739544,409.429,321.692,0.61011,368.633,457.926,0.774827,392.16,529.979,0.654115,620.866,307.561,0.639339,682.022,456.373,0.796802,620.9,531.603,0.739792,520.633,572.326,0.134501,445.404,572.322,0.095261,0,0,0,0,0,0,575.459,572.324,0.144103,0,0,0,0,0,0,495.504,204.166,0.893325,544.11,205.698,0.903018,457.891,205.734,0.750484,569.191,205.768,0.560508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,520.562,230.758,0.888956,518.982,318.491,0.74445,409.432,323.208,0.607912,370.193,459.517,0.765074,404.666,545.655,0.703804,620.891,307.561,0.626254,681.973,456.422,0.795061,622.441,545.75,0.685356,512.784,572.329,0.1074,445.416,572.327,0.0887196,0,0,0,0,0,0,578.577,572.338,0.0875935,0,0,0,0,0,0,495.513,204.111,0.887825,544.104,205.676,0.90166,457.909,207.244,0.77032,569.181,207.258,0.537405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,520.605,229.239,0.868435,518.982,318.482,0.734917,409.429,323.241,0.603965,370.28,467.325,0.747404,420.364,572.336,0.235627,620.917,307.542,0.62706,680.423,457.972,0.774236,624.045,561.366,0.571823,519.059,572.334,0.105822,461.075,572.329,0.0807429,0,0,0,0,0,0,578.581,572.342,0.0718698,0,0,0,0,0,0,495.534,202.583,0.875972,544.136,204.16,0.883094,457.892,205.781,0.757623,569.231,205.738,0.585395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,520.607,229.216,0.859804,518.988,318.484,0.729656,409.416,324.78,0.599733,370.24,467.375,0.77349,421.913,572.346,0.241292,620.933,307.536,0.623549,680.378,462.656,0.705235,628.708,572.351,0.152361,512.792,572.335,0.0747509,459.509,572.33,0.0696208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.536,202.569,0.87049,544.144,204.101,0.86223,457.913,205.787,0.729223,569.229,205.758,0.549423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,520.629,227.679,0.842149,519.01,318.489,0.73295,410.943,324.792,0.593157,370.228,468.874,0.772122,420.332,572.343,0.315041,622.422,307.519,0.627797,680.41,464.222,0.701589,631.805,572.349,0.174141,512.782,572.336,0.0805278,457.928,572.332,0.0788349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.546,201.04,0.864964,544.152,202.561,0.855046,457.905,205.769,0.714106,569.235,205.744,0.557081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,520.633,229.164,0.844678,519.008,318.467,0.731805,410.966,324.783,0.591467,370.188,465.806,0.746974,407.872,558.243,0.473413,622.44,306.006,0.631698,680.399,461.091,0.720849,628.727,572.355,0.143072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.548,201.013,0.861629,544.147,201.035,0.853254,457.928,207.283,0.763939,569.243,205.764,0.593881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
