frame_id, p_x0, p_y0, p_c0, p_x1, p_y1, p_c1, p_x2, p_y2, p_c2, p_x3, p_y3, p_c3, p_x4, p_y4, p_c4, p_x5, p_y5, p_c5, p_x6, p_y6, p_c6, p_x7, p_y7, p_c7, p_x8, p_y8, p_c8, p_x9, p_y9, p_c9, p_x10, p_y10, p_c10, p_x11, p_y11, p_c11, p_x12, p_y12, p_c12, p_x13, p_y13, p_c13, p_x14, p_y14, p_c14, p_x15, p_y15, p_c15, p_x16, p_y16, p_c16, p_x17, p_y17, p_c17, p_x18, p_y18, p_c18, p_x19, p_y19, p_c19, p_x20, p_y20, p_c20, p_x21, p_y21, p_c21, p_x22, p_y22, p_c22, p_x23, p_y23, p_c23, p_x24, p_y24, p_c24
10,544.135,182.162,0.931676,544.153,316.982,0.79759,443.89,318.473,0.615965,381.195,483.059,0.817508,404.678,382.777,0.700602,641.229,316.939,0.577578,672.591,495.521,0.647111,616.193,572.353,0.0998238,508.079,572.343,0.149647,446.984,572.331,0.217486,0,0,0,0,0,0,561.346,572.343,0.0740516,0,0,0,0,0,0,520.559,168.115,0.970368,558.182,166.508,0.920722,492.384,193.246,0.904228,581.659,183.854,0.88276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,544.152,182.2,0.94141,545.723,316.935,0.762534,450.143,316.944,0.56138,378.034,481.5,0.792402,404.694,368.595,0.686992,642.794,316.951,0.576253,672.6,495.527,0.654586,616.165,572.354,0.0799332,506.537,572.344,0.121331,446.97,572.333,0.190693,0,0,0,0,0,0,561.338,572.341,0.0523879,0,0,0,0,0,0,520.567,168.181,0.979809,558.211,166.592,0.94788,492.382,193.255,0.904961,581.672,185.358,0.889742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,544.173,183.81,0.898494,545.758,315.387,0.743793,456.359,312.28,0.583215,376.479,479.882,0.705624,404.674,357.754,0.762147,641.233,316.948,0.577192,672.616,495.588,0.664062,614.614,572.351,0.0754631,506.518,572.344,0.130181,445.413,572.334,0.206467,0,0,0,0,0,0,558.233,572.341,0.0549233,0,0,0,0,0,0,520.607,169.655,0.964771,558.258,168.109,0.955735,492.358,193.232,0.900978,581.675,185.338,0.88897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,545.641,188.51,0.865662,545.698,315.353,0.756374,453.23,310.682,0.567682,371.825,478.277,0.723157,406.194,351.436,0.772563,639.694,316.963,0.582693,672.595,495.571,0.672796,611.504,572.36,0.0630697,504.94,572.341,0.148048,443.861,572.331,0.218411,0,0,0,0,0,0,556.647,572.341,0.0708617,0,0,0,0,0,0,520.608,169.718,0.953344,558.266,168.195,0.952938,492.356,193.215,0.89737,581.685,183.842,0.899856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,545.643,190.085,0.885366,545.7,315.357,0.750343,454.807,309.165,0.584869,371.826,472.091,0.721465,407.816,345.109,0.784532,638.109,316.915,0.576711,671.041,495.576,0.668294,609.949,572.362,0.0644716,504.929,572.344,0.126198,443.858,572.332,0.206485,0,0,0,0,0,0,556.63,572.343,0.051644,0,0,0,0,0,0,520.626,171.235,0.925181,558.264,169.706,0.945557,492.353,193.205,0.897771,581.695,183.844,0.900655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,544.178,194.744,0.921771,545.636,316.899,0.75938,448.578,312.28,0.575275,370.245,470.55,0.784356,426.609,331.03,0.739478,638.129,316.96,0.591899,670.96,495.59,0.656945,611.485,572.357,0.0754465,506.512,572.342,0.128369,443.877,572.331,0.212525,0,0,0,0,0,0,558.246,572.345,0.0656011,0,0,0,0,0,0,520.605,175.985,0.89257,558.248,172.807,0.894081,490.844,193.191,0.887272,581.697,183.818,0.912296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,544.138,196.331,0.890696,544.095,316.938,0.782423,445.452,315.377,0.594254,371.769,470.445,0.776091,432.83,323.231,0.750721,636.57,318.47,0.591949,670.97,494.004,0.664952,613.051,572.358,0.07548,506.474,572.343,0.119974,442.303,572.332,0.200941,0,0,0,0,0,0,558.237,572.344,0.0613513,0,0,0,0,0,0,520.582,179.114,0.931032,558.225,175.95,0.885039,490.844,193.209,0.889952,581.706,183.816,0.912002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,544.117,202.586,0.871672,544.077,316.972,0.787289,445.477,316.931,0.594625,371.842,470.464,0.778108,432.862,320.102,0.779839,636.566,316.98,0.584561,670.961,495.524,0.646968,614.619,572.358,0.0624914,506.518,572.342,0.111076,443.84,572.333,0.168923,0,0,0,0,0,0,558.249,572.342,0.0619022,0,0,0,0,0,0,519.102,180.633,0.953434,558.21,179.096,0.921377,490.829,193.22,0.882963,581.715,183.811,0.905753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,544.094,205.644,0.901812,544.087,318.522,0.789485,445.386,318.555,0.603399,373.366,470.465,0.781392,432.954,318.516,0.739174,638.114,316.976,0.580918,669.499,495.521,0.67662,614.62,572.355,0.0693022,506.5,572.339,0.129532,443.884,572.331,0.191649,0,0,0,0,0,0,559.773,572.342,0.0724926,0,0,0,0,0,0,519.11,182.159,0.961428,558.167,180.627,0.950311,490.815,193.227,0.889048,581.717,183.857,0.890584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,544.083,205.753,0.913164,544.164,318.55,0.770427,448.529,320.095,0.547134,371.847,470.46,0.777697,431.358,321.668,0.764209,639.659,318.5,0.57833,671.001,495.549,0.679037,616.16,572.35,0.0779822,506.48,572.341,0.0967321,443.852,572.33,0.165539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.105,182.245,0.947499,556.714,180.701,0.956598,489.286,193.252,0.884009,581.74,183.831,0.89511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,542.581,210.405,0.852908,545.657,318.563,0.76405,454.802,320.07,0.554952,376.483,470.523,0.750401,428.209,323.257,0.756907,638.106,318.466,0.576218,671.05,494.001,0.710162,616.165,572.351,0.0854815,506.474,572.343,0.0777144,443.848,572.332,0.163058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.05,186.923,0.883727,556.701,183.765,0.922499,489.302,194.722,0.887769,581.732,185.389,0.89104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,542.514,215.112,0.826171,544.093,320.044,0.766869,446.974,321.683,0.526206,376.468,470.553,0.760817,432.847,321.699,0.785722,636.554,318.465,0.58277,671.079,492.421,0.675147,616.172,572.352,0.0786128,506.534,572.341,0.0820134,445.418,572.332,0.179347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.014,190.062,0.891823,556.685,183.83,0.915727,489.271,194.706,0.881698,581.751,185.402,0.889991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,542.518,216.68,0.85169,544.104,318.519,0.79449,445.461,318.503,0.584552,376.469,472.061,0.757215,436.041,329.486,0.713022,636.532,318.501,0.592465,672.575,493.993,0.702336,611.476,572.354,0.0917417,506.513,572.34,0.0962832,445.393,572.333,0.184938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.026,191.655,0.926293,556.66,186.952,0.884775,489.287,194.736,0.881837,581.741,186.933,0.889396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,540.996,218.187,0.861251,542.547,318.474,0.775775,442.305,318.471,0.633771,376.49,472.042,0.743466,443.853,331.011,0.72577,636.524,318.523,0.595721,674.164,493.927,0.661104,606.759,572.351,0.171145,508.113,572.344,0.0957514,448.55,572.332,0.174392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.033,193.13,0.936005,556.654,191.593,0.903539,489.271,194.736,0.876721,581.756,186.939,0.887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,541.006,218.258,0.880093,544.049,318.495,0.783418,445.403,316.956,0.623773,376.494,476.723,0.739999,443.878,329.517,0.66473,636.57,318.538,0.59288,677.302,492.427,0.65497,594.281,572.335,0.508193,509.665,572.343,0.116448,446.989,572.33,0.190893,0,0,0,0,0,0,578.564,572.348,0.0802612,0,0,0,0,0,0,519.021,193.163,0.934483,556.681,191.624,0.91457,490.807,194.756,0.877956,581.782,188.522,0.888035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,542.549,219.789,0.887258,545.651,318.456,0.793869,445.386,316.915,0.603305,373.371,478.298,0.756693,439.167,329.502,0.507723,644.388,320.054,0.584489,683.568,486.185,0.68643,598.948,519.098,0.543062,514.332,572.346,0.13195,446.988,572.327,0.192869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.084,194.689,0.951499,558.185,193.156,0.948623,490.854,194.769,0.880197,583.308,190.044,0.884744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,544.036,219.836,0.894435,545.719,316.977,0.78289,446.967,313.841,0.584244,371.822,479.859,0.788751,434.437,343.564,0.610399,644.381,320.048,0.591812,694.462,492.418,0.714479,591.089,484.557,0.601826,508.12,572.344,0.0915117,445.436,572.329,0.154458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.588,194.769,0.946193,558.271,193.221,0.942267,492.418,196.304,0.875152,583.35,188.516,0.870813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,544.131,221.364,0.893523,545.724,318.463,0.782035,445.45,316.963,0.556184,371.785,479.865,0.790652,432.888,345.124,0.650083,644.415,320.047,0.596834,696.144,493.929,0.720325,594.228,445.451,0.576969,508.088,572.346,0.0594493,445.395,572.331,0.154387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.681,194.838,0.921439,559.798,194.699,0.911311,493.907,196.321,0.879775,584.846,186.945,0.8565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,544.175,221.416,0.877847,547.262,318.455,0.74369,448.578,315.382,0.533747,371.776,479.91,0.803807,429.72,354.549,0.700925,645.947,320.058,0.594689,702.334,492.415,0.703807,606.774,431.277,0.635549,508.119,572.343,0.075164,445.436,572.331,0.164152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.193,196.346,0.891952,561.364,194.767,0.885334,493.969,196.312,0.898203,584.888,186.906,0.843829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,545.69,222.978,0.857459,547.225,318.462,0.762112,450.118,316.959,0.53215,371.804,479.906,0.794055,429.731,354.519,0.690479,644.406,318.499,0.612281,706.997,489.275,0.721863,609.937,418.726,0.755776,514.35,572.341,0.0979728,447.012,572.33,0.17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.247,196.385,0.86738,564.447,194.85,0.880114,494.001,194.828,0.910987,586.407,186.912,0.829226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,545.749,227.63,0.855373,545.671,318.457,0.772184,443.837,316.953,0.617133,370.289,479.837,0.807478,434.466,357.759,0.795169,647.528,318.518,0.610195,708.643,484.632,0.777782,614.641,384.364,0.709032,519.017,572.34,0.0935931,446.983,572.329,0.132946,0,0,0,0,0,0,592.683,572.328,0.0567126,0,0,0,0,0,0,525.303,201.023,0.841767,566.014,196.362,0.879562,494.01,194.836,0.910243,587.965,188.481,0.822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,545.743,227.64,0.854314,547.227,318.464,0.74972,445.423,315.405,0.599665,370.236,478.302,0.801703,439.177,363.963,0.75187,645.968,318.503,0.601247,710.15,484.604,0.778933,617.729,374.912,0.719198,519.074,572.343,0.078986,450.104,572.331,0.0955589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.286,202.558,0.842933,566.012,196.378,0.873272,493.998,196.302,0.906954,586.452,188.467,0.824305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,545.685,226.105,0.862576,550.406,315.372,0.701055,453.265,309.107,0.585322,370.264,476.771,0.787199,442.225,362.413,0.757498,647.536,318.514,0.56507,708.683,484.599,0.786726,619.369,365.512,0.719209,519.043,572.341,0.0926257,451.689,572.328,0.121215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.726,201.005,0.851528,562.929,196.366,0.872731,493.93,196.352,0.889426,584.911,188.503,0.831572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,545.622,224.525,0.86002,548.832,318.528,0.755028,448.535,318.46,0.607424,371.786,478.303,0.786775,439.148,365.535,0.748094,650.628,320.064,0.571321,708.683,486.179,0.781159,624.02,362.406,0.707576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.181,199.458,0.871692,561.353,196.306,0.883533,493.904,197.904,0.866474,584.838,190.049,0.853228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,544.143,222.965,0.859371,553.479,316.929,0.733234,456.353,310.671,0.618879,371.816,476.763,0.771018,440.704,367.046,0.752078,645.964,318.494,0.605351,708.693,486.159,0.78834,624.027,360.816,0.707847,520.641,572.341,0.108669,453.234,572.332,0.152369,0,0,0,0,0,0,602.066,572.329,0.0734024,0,0,0,0,0,0,520.677,197.883,0.894663,559.776,194.804,0.908577,493.902,199.455,0.855527,583.367,188.493,0.865396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,544.092,219.827,0.918125,545.724,316.943,0.765262,445.43,315.364,0.652092,371.76,475.159,0.772509,448.558,376.461,0.706851,647.543,320.108,0.589439,711.724,484.634,0.759448,622.453,368.613,0.794413,519.043,572.342,0.105474,453.249,572.333,0.155666,0,0,0,0,0,0,587.992,572.333,0.0661936,0,0,0,0,0,0,520.608,194.806,0.934873,558.259,193.211,0.948748,492.426,197.865,0.85356,583.344,188.499,0.872548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,544.085,219.782,0.921357,545.684,318.468,0.788414,445.429,313.808,0.648706,371.767,473.607,0.774067,458.026,373.345,0.772867,649.09,320.146,0.585559,711.76,484.593,0.767691,624.003,368.706,0.78786,512.771,572.344,0.0649452,448.546,572.334,0.136023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.55,194.724,0.94708,558.249,193.153,0.937942,492.397,196.349,0.863548,583.335,188.479,0.87605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,544.061,219.758,0.910799,545.752,318.502,0.773519,445.392,316.91,0.659084,371.843,472.099,0.748762,465.754,371.827,0.688108,653.749,321.645,0.586418,711.737,484.617,0.767005,630.233,370.188,0.776108,519.028,572.346,0.0567062,450.103,572.335,0.10224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.115,194.697,0.944075,558.219,193.115,0.931276,492.383,196.324,0.864114,583.325,188.485,0.877062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,544.06,218.294,0.908576,545.76,318.522,0.772698,445.401,316.945,0.642665,374.951,472.066,0.738466,465.758,371.786,0.748074,652.203,320.153,0.608795,711.739,486.15,0.755186,631.9,370.209,0.796852,519.042,572.344,0.09545,451.673,572.335,0.149589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.095,193.264,0.946507,558.201,193.113,0.932869,492.38,196.307,0.863476,583.308,190.052,0.885048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,544.028,219.773,0.900788,545.757,316.957,0.767123,445.465,315.372,0.63919,378.027,470.557,0.751655,468.92,368.633,0.801534,649.061,318.521,0.62781,711.773,486.125,0.756255,633.486,370.266,0.789934,519.04,572.342,0.0962087,451.692,572.335,0.141493,0,0,0,0,0,0,583.3,572.333,0.0621982,0,0,0,0,0,0,519.069,194.693,0.942745,558.185,193.153,0.944841,492.363,196.365,0.8511,583.3,190.064,0.885633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,540.977,219.831,0.864801,544.051,318.518,0.764974,445.432,316.963,0.652869,376.51,467.379,0.762748,481.44,359.251,0.773374,645.91,318.554,0.592268,714.893,486.177,0.753782,638.112,368.609,0.741297,517.478,572.34,0.0864195,448.567,572.332,0.141179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.001,194.786,0.930953,556.63,193.2,0.948712,489.309,196.345,0.847153,581.772,191.609,0.903795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,536.317,218.274,0.863143,544.077,316.931,0.759273,445.406,316.905,0.661146,379.575,462.661,0.72524,479.855,357.745,0.762686,644.389,318.558,0.578798,713.292,486.142,0.7586,644.389,367.049,0.6908,515.932,572.336,0.151244,448.577,572.328,0.21092,0,0,0,0,0,0,572.341,572.337,0.107056,0,0,0,0,0,0,517.479,194.816,0.900672,556.56,193.231,0.933253,487.712,196.345,0.848112,581.721,191.599,0.906544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,536.269,219.87,0.866796,544.093,316.96,0.752056,445.42,315.387,0.641431,379.598,458,0.732403,481.495,354.58,0.778549,642.826,318.532,0.521946,711.743,486.144,0.761835,647.503,357.686,0.610592,517.458,572.337,0.134787,448.538,572.33,0.20767,0,0,0,0,0,0,575.449,572.335,0.0874025,0,0,0,0,0,0,515.934,194.845,0.875112,555.095,193.262,0.922705,486.184,196.384,0.838345,581.707,191.596,0.900158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,534.747,219.899,0.861955,544.037,315.369,0.741227,445.447,312.271,0.628948,378.057,456.367,0.735989,489.258,351.402,0.720101,639.668,315.397,0.471804,711.72,486.165,0.763398,658.478,356.096,0.624193,515.919,572.333,0.190253,448.571,572.324,0.219541,0,0,0,0,0,0,573.871,572.337,0.128835,0,0,0,0,0,0,514.374,194.853,0.86845,555.046,193.263,0.915154,484.628,196.355,0.858535,581.681,190.081,0.880426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,533.241,219.874,0.877874,540.954,310.676,0.697027,443.886,312.237,0.636203,378.058,454.815,0.721948,494,348.318,0.767648,633.407,310.704,0.469804,710.234,486.182,0.766279,660.049,337.321,0.653132,519.072,572.333,0.178627,448.572,572.327,0.21961,0,0,0,0,0,0,580.137,572.334,0.132869,0,0,0,0,0,0,514.335,194.827,0.870608,553.516,193.256,0.899628,484.608,196.383,0.858527,580.165,191.582,0.864951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,533.229,219.855,0.897568,539.427,313.809,0.689832,445.401,312.257,0.642538,381.111,451.66,0.72647,498.669,346.775,0.75091,634.973,315.401,0.488796,711.763,486.145,0.763036,671.081,343.594,0.688165,520.629,572.337,0.144499,447.009,572.332,0.210439,0,0,0,0,0,0,583.273,572.333,0.110904,0,0,0,0,0,0,512.788,194.792,0.879496,551.965,193.195,0.888641,484.586,196.349,0.872474,580.138,191.577,0.855748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,534.692,219.845,0.88972,536.278,313.815,0.684279,445.419,310.706,0.648089,381.214,448.558,0.725485,506.477,345.154,0.76401,630.274,316.965,0.470432,713.293,484.597,0.77179,672.557,345.125,0.7298,523.75,572.334,0.148818,445.44,572.331,0.207583,0,0,0,0,0,0,587.986,572.327,0.124214,0,0,0,0,0,0,512.789,194.773,0.879184,551.968,193.172,0.885586,484.57,196.33,0.876927,580.136,190.052,0.849993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,534.733,219.827,0.889798,537.835,313.816,0.68742,445.385,310.703,0.6461,382.694,448.576,0.735815,508.102,345.107,0.757105,631.859,315.389,0.464379,713.288,484.595,0.772217,672.585,343.621,0.722851,522.179,572.335,0.140734,445.445,572.332,0.215403,0,0,0,0,0,0,587.976,572.329,0.120652,0,0,0,0,0,0,514.341,194.756,0.87768,553.519,193.168,0.88699,484.575,196.327,0.879656,580.146,190.067,0.856769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,534.769,219.824,0.877726,542.496,316.919,0.715182,445.397,312.234,0.647394,382.706,450.112,0.735406,508.149,345.145,0.763823,638.117,320.086,0.455732,713.315,484.603,0.77031,672.598,343.616,0.714826,523.741,572.337,0.12414,446.996,572.332,0.186319,0,0,0,0,0,0,591.12,572.331,0.102657,0,0,0,0,0,0,515.879,194.755,0.882202,555.026,193.164,0.888444,484.615,196.384,0.858513,580.173,191.594,0.877577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,534.777,219.825,0.87667,540.996,315.387,0.704611,445.418,312.235,0.646331,382.736,450.114,0.736638,509.67,345.161,0.767841,638.104,318.481,0.469094,714.884,484.589,0.768194,672.613,343.623,0.704554,519.03,572.338,0.130209,445.443,572.331,0.220018,0,0,0,0,0,0,581.716,572.338,0.0825906,0,0,0,0,0,0,515.916,194.749,0.88938,555.071,193.144,0.8915,484.642,196.37,0.856345,581.639,190.073,0.874388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,536.325,219.798,0.863786,542.567,316.926,0.736842,445.417,312.244,0.637706,382.732,453.233,0.746982,508.152,346.758,0.761528,641.263,320.058,0.478935,716.412,484.595,0.768084,671.079,345.156,0.683039,520.605,572.337,0.145744,448.549,572.331,0.21613,0,0,0,0,0,0,580.161,572.337,0.0952074,0,0,0,0,0,0,517.43,194.723,0.892715,556.553,193.133,0.897107,486.154,196.37,0.850446,581.67,188.485,0.873261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
